Period Start Date,Period End Date,Total Payable,Currency,Transaction Key,Transaction Posted Timestamp,Transaction Type,Transaction Description,Customer Order #,Customer Order line #,Purchase Order #,Purchase Order line #,Amount,Amount Type,Ship Qty,Commission Rate,Base Commission Rate,Transaction Reason Description,Partner Item Id,Partner GTIN,Partner Item Name,Product Tax Code,Ship to State,Ship to City,Ship to Zipcode,Contract Category,Product Type,Commission Rule,Shipping Method,Fulfillment Type,Fulfillment Details,Original Commission,Commission Incentive Program,Commission Saving,Customer Promo Type,Total Walmart Funded Savings Program,Campaign Id,Item Condition,Original charge,Charge Savings,Incentive Program Name,Ship to country,Store Id
"",,,,2026_07_19_404860,07/18/2026,Sale,Purchase,200015344367445,1,129119913754065,1,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NC,Belmont,28012,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_19_430490,07/18/2026,Adjustment,WFS Fulfillment fee,200015344367445,1,129119913754065,1,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NC,Belmont,28012,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_16_1505126,07/15/2026,Sale,Purchase,200015341561406,1,129119793765625,1,12.99,Product Price,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,FL,Kissimmee,34758,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_16_1505126,07/15/2026,Sale,Purchase,200015341561406,1,129119793765625,1,0.98,Product tax,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,FL,Kissimmee,34758,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_16_1505126,07/15/2026,Sale,Purchase,200015341561406,1,129119793765625,1,-0.98,Product tax withheld,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,FL,Kissimmee,34758,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_16_1505126,07/15/2026,Sale,Purchase,200015341561406,1,129119793765625,1,-1.95,Commission on Product,1,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,FL,Kissimmee,34758,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_16_1532586,07/15/2026,Adjustment,WFS Fulfillment fee,200015341561406,1,129119793765625,1,-3.45,Fee/Reimbursement,,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,FL,Kissimmee,34758,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_25_1115739,07/24/2026,Adjustment,WFS Fulfillment fee,200015340933222,1,129120544241712,1,-3.45,Fee/Reimbursement,,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,PA,Altoona,16601,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_25_1115740,07/24/2026,Sale,Purchase,200015340933222,1,129120544241712,1,12.99,Product Price,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,PA,Altoona,16601,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_1115740,07/24/2026,Sale,Purchase,200015340933222,1,129120544241712,1,0.78,Product tax,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,PA,Altoona,16601,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_1115740,07/24/2026,Sale,Purchase,200015340933222,1,129120544241712,1,-0.78,Product tax withheld,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,PA,Altoona,16601,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_1115740,07/24/2026,Sale,Purchase,200015340933222,1,129120544241712,1,-1.95,Commission on Product,1,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,PA,Altoona,16601,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_18_1602597,07/17/2026,Adjustment,WFS Fulfillment fee,200015340293794,3,129119912184022,3,-3.45,Fee/Reimbursement,,,,,W5-NJYR-VLnv,00794302517365,Premium Elastic Bandage Wrap - 4k (2x6in 2x4in) - Self-Closing Strong Compression Bandage Wrap for Waist Legs Elbow and Knee,2038723,MI,Westland,48186,Health & Personal Care,Adhesive Bandages,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_18_1602598,07/17/2026,Sale,Purchase,200015340293794,3,129119912184022,3,10.99,Product Price,1,,,,W5-NJYR-VLnv,00794302517365,Premium Elastic Bandage Wrap - 4k (2x6in 2x4in) - Self-Closing Strong Compression Bandage Wrap for Waist Legs Elbow and Knee,2038723,MI,Westland,48186,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_1602598,07/17/2026,Sale,Purchase,200015340293794,3,129119912184022,3,0.65,Product tax,1,,,,W5-NJYR-VLnv,00794302517365,Premium Elastic Bandage Wrap - 4k (2x6in 2x4in) - Self-Closing Strong Compression Bandage Wrap for Waist Legs Elbow and Knee,2038723,MI,Westland,48186,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_1602598,07/17/2026,Sale,Purchase,200015340293794,3,129119912184022,3,-0.65,Product tax withheld,1,,,,W5-NJYR-VLnv,00794302517365,Premium Elastic Bandage Wrap - 4k (2x6in 2x4in) - Self-Closing Strong Compression Bandage Wrap for Waist Legs Elbow and Knee,2038723,MI,Westland,48186,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_1602598,07/17/2026,Sale,Purchase,200015340293794,3,129119912184022,3,-1.65,Commission on Product,1,15.00,15.00,,W5-NJYR-VLnv,00794302517365,Premium Elastic Bandage Wrap - 4k (2x6in 2x4in) - Self-Closing Strong Compression Bandage Wrap for Waist Legs Elbow and Knee,2038723,MI,Westland,48186,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.65,,0.00,,,,,,,,USA,
"",,,,2026_07_24_1513056,07/23/2026,Sale,Purchase,200015337652550,1,129120540842950,1,12.99,Product Price,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,MT,Brady,59416,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_1513056,07/23/2026,Sale,Purchase,200015337652550,1,129120540842950,1,-1.95,Commission on Product,1,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,MT,Brady,59416,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_24_1530873,07/23/2026,Adjustment,WFS Fulfillment fee,200015337652550,1,129120540842950,1,-3.45,Fee/Reimbursement,,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,MT,Brady,59416,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_25_919833,07/24/2026,Adjustment,WFS Fulfillment fee,200015332344954,7,119120667555211,7,-3.45,Fee/Reimbursement,,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AR,Maumelle,72113,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_25_919834,07/24/2026,Sale,Purchase,200015332344954,7,119120667555211,7,12.99,Product Price,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AR,Maumelle,72113,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_919834,07/24/2026,Sale,Purchase,200015332344954,7,119120667555211,7,1.23,Product tax,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AR,Maumelle,72113,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_919834,07/24/2026,Sale,Purchase,200015332344954,7,119120667555211,7,-1.23,Product tax withheld,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AR,Maumelle,72113,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_919834,07/24/2026,Sale,Purchase,200015332344954,7,119120667555211,7,-1.95,Commission on Product,1,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AR,Maumelle,72113,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_25_993517,07/24/2026,Adjustment,WFS Fulfillment fee,200015332342857,3,119120666366812,3,-6.90,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MI,Dundee,48131,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-6.90,0.00,,USA,
"",,,,2026_07_25_993518,07/24/2026,Sale,Purchase,200015332342857,3,119120666366812,3,23.98,Product Price,2,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MI,Dundee,48131,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_993518,07/24/2026,Sale,Purchase,200015332342857,3,119120666366812,3,1.44,Product tax,2,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MI,Dundee,48131,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_993518,07/24/2026,Sale,Purchase,200015332342857,3,119120666366812,3,-1.44,Product tax withheld,2,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MI,Dundee,48131,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_993518,07/24/2026,Sale,Purchase,200015332342857,3,119120666366812,3,-3.60,Commission on Product,2,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MI,Dundee,48131,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-3.60,,0.00,,,,,,,,USA,
"",,,,2026_07_24_915497,07/23/2026,Adjustment,WFS Fulfillment fee,200015323738297,1,119120564113410,1,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,LA,Jonesboro,71251,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_24_915498,07/23/2026,Sale,Purchase,200015323738297,1,119120564113410,1,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,LA,Jonesboro,71251,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_915498,07/23/2026,Sale,Purchase,200015323738297,1,119120564113410,1,1.08,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,LA,Jonesboro,71251,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_915498,07/23/2026,Sale,Purchase,200015323738297,1,119120564113410,1,-1.08,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,LA,Jonesboro,71251,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_915498,07/23/2026,Sale,Purchase,200015323738297,1,119120564113410,1,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,LA,Jonesboro,71251,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_20_675751,07/19/2026,Adjustment,WFS Fulfillment fee,200015323735285,1,129120122832310,1,-3.45,Fee/Reimbursement,,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,TX,Pampa,79065,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_20_675752,07/19/2026,Sale,Purchase,200015323735285,1,129120122832310,1,18.89,Product Price,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,TX,Pampa,79065,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_20_675752,07/19/2026,Sale,Purchase,200015323735285,1,129120122832310,1,1.56,Product tax,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,TX,Pampa,79065,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_20_675752,07/19/2026,Sale,Purchase,200015323735285,1,129120122832310,1,-1.56,Product tax withheld,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,TX,Pampa,79065,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_20_675752,07/19/2026,Sale,Purchase,200015323735285,1,129120122832310,1,-2.83,Commission on Product,1,15.00,15.00,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,TX,Pampa,79065,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-2.83,,0.00,,,,,,,,USA,
"",,,,2026_07_18_1039461,07/17/2026,Adjustment,WFS Fulfillment fee,200015323459801,9,129119899848866,9,-3.45,Fee/Reimbursement,,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,NY,Utica,13502,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_18_1039462,07/17/2026,Sale,Purchase,200015323459801,9,129119899848866,9,12.99,Product Price,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,NY,Utica,13502,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_1039462,07/17/2026,Sale,Purchase,200015323459801,9,129119899848866,9,1.13,Product tax,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,NY,Utica,13502,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_1039462,07/17/2026,Sale,Purchase,200015323459801,9,129119899848866,9,-1.13,Product tax withheld,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,NY,Utica,13502,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_1039462,07/17/2026,Sale,Purchase,200015323459801,9,129119899848866,9,-1.95,Commission on Product,1,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,NY,Utica,13502,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_15_631093,07/14/2026,Sale,Purchase,200015323450453,3,129119586166967,3,12.99,Product Price,1,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,CO,Littleton,80127,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
